TRIP_ID,VEHICLE_ID
900c3e7c-4c35-5526-90de-89e428331709,712-827
116d1312-0d15-5bc1-b5a5-35bbe0d20ec4,352-390
3f82d45a-246c-529a-85e2-11b96ca83c44,309-591
8ba0bd55-58c3-51b1-84e1-17aa9a273b2a,778-967
3a72d529-e360-5f26-8119-685db1bc33b0,636-520
e6cbbb93-b0fa-5208-987e-573720922d5a,354-400
276d2dd6-d87a-5b31-b14e-11980fc915d0,778-967
fb0fa3a7-3cf8-5b90-ad68-040250a119fb,565-182
175e0160-7893-5ade-83cb-5207b41e5ecf,479-036
852ce359-763b-543b-9962-5665c3a063af,712-827
236988fd-0d30-52f2-895a-0b334b0a40a9,579-009
31dec225-633c-5cc5-ba41-030a130a2ab5,976-968
c842ccc7-6e43-5281-9bbe-163818d16a8b,989-678
ba7c7076-0372-5a10-a858-1884f621a81b,860-578
7280787f-2117-597e-bc91-ef35b91e51a7,452-931
dd783919-f45b-5e1c-83d2-b1a3f2dc08a1,778-967
65396638-eee7-570e-bd1b-3e55fd634878,636-520
aaa17df8-f9a7-531f-a08b-5f5f1d734776,469-750
01d5c0e2-70f4-50ce-9ac6-4f014d31ebec,469-750
2e3194b7-a132-5e1f-a068-11a420c45b25,839-426
5c83659d-e22b-5981-9253-91f2a185ee26,579-009
b51959cf-5685-5d9e-9ac9-363e87e004a1,439-841
c4242848-d026-5762-9765-185c9dd351ea,129-257
efa288fd-2406-5345-8d9e-00846c12c6fa,109-319
0150b551-52a5-5f7c-a69a-9f8b4e26eab6,860-578
57cda7ea-7b4c-5a8d-ae30-82b55247fecd,479-036
33f99b5c-ef1c-511f-8225-31c63a000f1c,541-703
fab3362c-e37f-5b4b-a093-21a60a681679,271-186
33d74598-50f7-5394-a19f-99dd12d167a4,469-750
bb618a3f-e2c0-577f-b637-1289cf6765c1,778-967
a753b38c-f785-5813-81ea-d752a1b2bee2,345-239
4a1cdc5f-e99f-5c78-9fa8-80e9fb8c50fe,806-762
10635e2d-efdd-503a-aac1-3ebf9885a0a2,898-820
